Weather_Database,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
351,Cooma,AU,-36.2333,149.1333,56.43,34,86,18.03
352,Cururupu,BR,-1.8283,-44.8683,75.81,90,20,3.67
353,Tiarei,PF,-17.5333,-149.3333,86.02,82,100,16.02
354,Minudasht,IR,37.2289,55.3747,36.97,87,0,4.61
355,Atoyac,MX,20.0167,-103.5333,66.51,75,82,4.21
356,Samarai,PG,-10.6167,150.6667,82.87,76,99,5.39
357,Diego De Almagro,CL,-26.3667,-70.05,63.81,57,12,1.9
358,Juruti,BR,-2.1522,-56.0922,77.34,71,19,3.27
359,Tuatapere,NZ,-46.1333,167.6833,66.47,61,100,7.52
360,Manadhoo,MV,5.7667,73.3833,80.78,74,100,5.21
361,Zhigansk,RU,66.7697,123.3711,-29.02,95,93,6.87
362,Vila Franca Do Campo,PT,37.7167,-25.4333,57.61,84,52,13.29
363,Noyabrsk,RU,63.1994,75.4507,7.68,94,100,15.43
364,Qingdao,CN,36.0986,120.3719,45.7,55,64,2.95
365,Rosario Oeste,BR,-14.8361,-56.4275,77.49,79,100,2.24
366,Ancud,CL,-41.8697,-73.8203,56.64,89,100,20.71
367,Alofi,NU,-19.0595,-169.9187,85.89,74,75,10.36
368,Vangaindrano,MG,-23.35,47.6,71.87,91,73,3.53
369,Hof,DE,50.3167,11.9167,35.46,93,100,10.36
370,Teya,RU,60.3778,92.6267,5.88,90,100,10.45
371,Itaituba,BR,-4.2761,-55.9836,79.56,71,72,0.98
372,Charlotte,US,35.2271,-80.8431,63.86,95,100,6.91
373,Kuala Terengganu,MY,5.3302,103.1408,76.66,92,100,5.77
374,Naze,JP,28.3667,129.4833,63.5,57,72,14.29
375,Kirakira,SB,-10.4544,161.9205,84.43,72,96,5.01
376,Rize,TR,40.9044,40.8949,30.87,58,26,6.73
377,Bombay,IN,19.0144,72.8479,76.98,69,40,6.91
378,Carlsbad,US,33.1581,-117.3506,57.63,76,0,8.99
379,Oneonta,US,42.4529,-75.0638,53.11,89,100,6.98
380,Sur,OM,22.5667,59.5289,70.93,57,0,4.52
381,Seymchan,RU,62.8833,152.4333,-47.85,97,67,0.63
382,Wewak,PG,-3.5534,143.6268,76.39,93,100,0.25
383,Port-Cartier,CA,50.0334,-66.8654,35.74,100,100,1.99
384,Finschhafen,PG,-6.6024,147.8681,85.17,66,100,6.31
385,Dubrovnik,HR,42.6481,18.0922,53.24,87,40,10.36
386,Kumluca,TR,36.3703,30.2869,57.56,73,39,5.3
387,Necochea,AR,-38.5473,-58.7368,72.12,62,100,8.77
388,Dicabisagan,PH,17.0818,122.4157,78.6,86,100,5.68
389,Aripuana,BR,-9.1667,-60.6333,77.54,78,100,0.83
390,Byron Bay,AU,-28.65,153.6167,84.94,69,12,8.88
391,Vilhena,BR,-12.7406,-60.1458,70.41,91,100,2.77
392,Gotsu,JP,35.0,132.2167,54.25,51,10,9.62
393,Senador Jose Porfirio,BR,-2.5908,-51.9542,77.4,80,99,2.98
394,San Isidro,PE,-12.1167,-77.05,65.79,82,75,12.66
395,Grindavik,IS,63.8424,-22.4338,28.87,74,40,6.91
396,Mao,ES,39.8885,4.2658,57.76,94,75,5.75
397,Maraa,BR,-1.8333,-65.3667,72.91,99,100,2.8
398,Ossora,RU,59.2353,163.0719,15.28,81,100,4.27
399,Satipo,PE,-11.2522,-74.6386,71.33,80,100,2.42
400,Gainesville,US,29.6516,-82.3248,65.75,80,0,0.0
401,Victor Harbor,AU,-35.5667,138.6167,61.0,63,90,12.57
402,Mount Gambier,AU,-37.8333,140.7667,57.45,47,89,11.36
403,Sinnamary,GF,5.3833,-52.95,77.88,88,100,9.24
404,Aklavik,CA,68.2191,-135.0107,-19.41,85,40,10.42
405,Tutoia,BR,-2.7619,-42.2744,79.9,84,39,11.9
406,Turukhansk,RU,65.8167,87.9833,5.32,95,100,16.49
407,Barcelona,ES,41.3888,2.159,55.54,80,20,6.91
408,Richards Bay,ZA,-28.783,32.0377,73.9,89,54,10.18
409,Tsnori,GE,41.6209,45.9694,32.43,81,24,2.15
410,Lac Du Bonnet,CA,50.2536,-96.0612,-4.79,74,16,10.45
411,Changji,CN,44.0167,87.3167,7.59,92,75,2.24
412,Kaeo,NZ,-35.1,173.7833,61.29,91,100,19.77
413,Kismayo,SO,-0.3582,42.5454,79.32,79,91,9.66
414,Zanjan,IR,36.6736,48.4787,32.49,85,7,0.67
415,Kemin,KG,42.7846,75.6892,18.55,85,100,2.48
416,Pangody,RU,65.85,74.4859,8.78,96,100,10.65
417,Flinders,AU,-34.5833,150.8552,70.05,50,4,10.94
418,Northam,GB,51.0333,-4.2167,32.25,76,9,3.56
419,Pekan Nenas,MY,1.51,103.5141,86.23,75,100,3.47
420,Manyana,BW,-23.4,21.7167,68.05,65,4,6.58
421,Gobabis,NA,-22.45,18.9667,63.0,17,0,3.09
422,Sorland,NO,67.667,12.6934,37.26,58,97,19.22
423,Paamiut,GL,61.994,-49.6678,24.58,75,96,9.08
424,Were Ilu,ET,10.6,39.4333,47.01,63,50,6.49
425,Kamenka,RU,51.3223,42.7678,12.9,69,0,14.76
426,Pochutla,MX,15.7432,-96.4661,76.82,77,0,3.22
427,Pangnirtung,CA,66.1451,-65.7125,12.97,67,100,8.99
428,Luwuk,ID,-0.9516,122.7875,85.33,61,85,4.05
429,Bodden Town,KY,19.2833,-81.25,79.93,77,40,13.8
430,Vilyuysk,RU,63.7553,121.6247,-38.88,100,56,2.44
431,Wamba,NG,8.9333,8.6,69.8,26,46,3.65
432,Ayagoz,KZ,47.9714,80.4392,-15.32,99,55,6.64
433,Aquiraz,BR,-3.9014,-38.3911,81.18,78,48,12.59
434,Kiama,AU,-34.6833,150.8667,70.25,45,8,12.39
435,Arlit,NE,18.7369,7.3853,68.13,15,0,3.83
436,Zherdevka,RU,51.8486,41.4606,13.86,66,1,15.41
437,Sibu,MY,2.3,111.8167,75.51,100,40,2.3
438,Kurilsk,RU,45.2333,147.8833,31.93,57,100,4.83
439,Bahir Dar,ET,11.5936,37.3908,58.82,68,17,4.38
440,Montrose,US,38.4166,-108.2673,28.53,88,100,9.46
441,Meghri,AM,38.9029,46.2446,35.98,79,15,1.99
442,Raudeberg,NO,61.9875,5.1352,32.86,1,100,12.62
443,Ponta Delgada,PT,37.7333,-25.6667,57.92,88,20,11.5
444,Auki,SB,-8.7676,160.7034,82.96,77,100,2.13
445,Aksha,RU,50.2814,113.2867,12.4,65,100,16.28
446,Boca Do Acre,BR,-8.7522,-67.3978,72.63,97,87,1.05
447,Waspan,NI,14.7419,-83.9717,70.65,96,0,3.83
448,Gizo,SB,-8.103,156.8419,84.29,70,97,3.49
449,Maiduguri,NG,11.8464,13.1603,66.06,47,1,7.54
450,Fez,MA,34.0372,-4.9998,57.45,47,75,4.61
451,Troitskoye,RU,52.9821,84.6757,-15.3,100,50,3.24
452,Pemba,MZ,-12.974,40.5178,77.27,84,55,4.14
453,Mazamari,PE,-11.3258,-74.5308,71.1,84,100,2.06
454,Gudur,IN,14.1333,79.85,69.03,75,100,8.14
455,Lae,PG,-6.7221,146.9847,88.47,57,100,2.46
456,Storforshei,NO,66.4043,14.5233,11.98,85,13,1.14
457,Garissa,KE,-0.4536,39.6401,76.06,86,77,9.51
458,Altay,CN,47.8667,88.1167,1.18,89,99,5.59
459,Sinegorskiy,RU,48.0139,40.8447,22.96,87,100,15.46
460,Tommot,RU,58.9564,126.2925,11.7,93,100,11.45
461,Mago,RU,53.2514,140.1822,-6.99,91,52,1.72
462,Ahuimanu,US,21.4447,-157.8378,80.31,77,75,20.71
463,Itarema,BR,-2.9248,-39.9167,79.77,79,68,15.5
464,Batemans Bay,AU,-35.7167,150.1833,66.09,27,48,10.63
465,Olavarria,AR,-36.8927,-60.3225,72.3,55,100,8.77
466,Morondava,MG,-20.2833,44.2833,78.22,77,1,3.83
467,Tibiri,NE,13.5627,7.0485,66.31,18,0,10.25
468,Kardla,EE,58.9978,22.7492,23.05,94,100,3.78
469,Nouadhibou,MR,20.931,-17.0347,65.95,77,97,10.92
470,Izyaslav,UA,50.1195,26.8213,29.55,93,97,7.09
471,Ternate,ID,0.8,127.4,83.12,71,91,6.42
472,Huarmey,PE,-10.0681,-78.1522,65.48,88,97,6.78
473,Along,IN,28.1667,94.7667,59.54,53,8,1.01
474,Yerofey Pavlovich,RU,53.9667,121.9667,-1.48,81,77,1.99
475,Ambon,ID,-3.6954,128.1814,87.94,66,20,6.91
476,Fairbanks,US,64.8378,-147.7164,21.6,90,100,3.44
477,Rapid Valley,US,44.0625,-103.1463,28.63,74,0,4.61
478,Bhadra,IN,29.1167,75.1667,58.21,32,0,1.97
479,Ilinskiy,RU,55.619,38.1182,16.52,79,75,18.01
480,Laredo,US,27.5064,-99.5075,73.69,78,75,5.75
481,Medvezhyegorsk,RU,62.9167,34.4667,20.61,95,100,7.87
482,Juigalpa,NI,12.1063,-85.3645,73.24,87,4,14.16
483,Anadyr,RU,64.75,177.4833,-5.3,71,0,11.18
484,Thinadhoo,MV,0.5333,72.9333,82.44,76,100,18.25
485,Coihaique,CL,-45.5752,-72.0662,54.21,94,100,6.91
486,Mandalgovi,MN,45.7625,106.2708,9.39,50,0,3.94
487,Rovaniemi,FI,66.5,25.7167,13.41,92,0,10.36
488,Lagoa,PT,39.05,-27.9833,59.5,82,61,24.18
489,Omboue,GA,-1.5746,9.2618,73.92,90,100,5.68
490,Bustamante,MX,26.5333,-100.5,68.18,82,0,5.88
491,Evanston,US,42.0411,-87.6901,41.47,80,75,10.36
492,Maple Heights,US,41.4153,-81.566,45.52,96,100,6.91
493,Lavrentiya,RU,65.5833,-171.0,12.13,90,28,7.29
494,Celestun,MX,20.8667,-90.4,77.49,76,29,16.8
495,Frederico Westphalen,BR,-27.3592,-53.3944,71.31,65,0,2.17
496,Manokwari,ID,-0.8667,134.0833,82.69,72,87,7.7
497,Martapura,ID,-3.4167,114.85,84.29,79,40,3.44
498,Tongzi,CN,28.7829,105.0877,52.21,71,100,1.25
499,Sauda,NO,59.6506,6.3542,30.69,64,99,0.92
500,Columbia,US,34.0007,-81.0348,64.4,95,0,3.44
501,Coruripe,BR,-10.1256,-36.1756,75.76,87,73,8.41
502,Miyako,JP,39.6367,141.9525,43.25,48,22,12.44
503,Saint-Pierre,RE,-21.3393,55.4781,74.88,78,100,6.91
504,Batyrevo,RU,55.0675,47.6111,2.55,93,11,7.09
505,Wajima,JP,37.4,136.9,45.28,93,75,8.05
506,Kontagora,NG,10.3999,5.4695,71.73,24,0,6.98
507,Shirokiy,RU,49.758,129.523,-3.82,94,62,5.32
508,Rawlins,US,41.7911,-107.2387,19.29,73,0,0.0
509,Leh,IN,34.1667,77.5833,18.68,46,89,1.83
510,Patti,IN,31.2808,74.8572,48.27,35,5,3.06
511,Skjervoy,NO,70.0311,20.9714,26.6,74,21,14.94
512,Nuuk,GL,64.1835,-51.7216,27.64,82,98,7.61
513,Dniprovka,UA,47.4295,34.618,35.49,93,100,12.37
514,Maningrida,AU,-12.0667,134.2667,90.1,46,92,6.49
515,Autazes,BR,-3.5797,-59.1306,80.85,71,99,1.28
516,Sao Sebastiao,BR,-23.76,-45.4097,72.68,91,62,3.78
517,Nova Friburgo,BR,-22.2819,-42.5311,61.93,99,42,2.44
518,Vanimo,PG,-2.6741,141.3028,80.37,81,98,2.37
519,Saint George,US,37.1041,-113.5841,41.95,84,0,5.75
520,Xichang,CN,27.8964,102.2634,50.2,57,3,1.63
521,Bondoukou,CI,8.0333,-2.8,73.27,23,12,0.83
522,Clyde River,CA,70.4692,-68.5914,-0.17,71,40,6.91
523,Pankovka,RU,58.5,31.1999,25.39,87,100,15.59
524,Cabra,ES,37.4725,-4.4421,54.93,81,100,3.71
525,Santa Cruz,BO,-17.8,-63.1667,80.06,74,40,8.05
526,Benavente,ES,42.0025,-5.6783,43.66,96,82,1.01
527,Kapit,MY,2.0167,112.9333,75.09,98,100,0.89
528,Ushtobe,KZ,45.2514,77.9838,11.97,87,98,6.31
529,Sabang,ID,5.8933,95.3214,81.27,71,100,4.9
530,Kihei,US,20.785,-156.4656,79.84,74,20,26.46
531,The Valley,AI,18.217,-63.0578,78.66,56,0,19.17
532,Asau,RO,46.4333,26.4,36.52,89,100,4.92
533,Labuan,MY,5.2767,115.2417,84.56,79,20,4.61
534,Vicksburg,US,32.3526,-90.8779,71.28,92,100,0.0
535,Qaqortoq,GL,60.7167,-46.0333,19.31,72,93,6.15
536,Sirsilla,IN,18.3833,78.8333,61.83,49,99,4.34
537,Alappuzha,IN,9.49,76.3264,77.0,84,100,5.35
538,Raga,SS,8.4596,25.678,67.8,28,99,5.21
539,Salaga,GH,8.5508,-0.5188,77.88,38,3,3.49
540,Swan River,CA,52.1058,-101.2676,4.89,72,75,18.41
541,Tahta,EG,26.7693,31.5021,57.65,56,0,5.28
542,Xai-Xai,MZ,-25.0519,33.6442,72.59,91,6,6.02
543,Mae Sai,TH,20.4335,99.8762,72.52,85,42,0.83
544,Lorengau,PG,-2.0226,147.2712,80.58,79,96,11.39
545,Hays,US,30.0502,-98.0336,72.63,82,94,4.0
546,Marzuq,YE,14.4,46.4667,59.92,60,6,1.86
547,Kubanskiy,RU,45.9292,40.5806,30.49,91,97,14.03
548,Llangefni,GB,53.2556,-4.3106,39.72,58,100,10.36
549,Ozernovskiy,RU,51.5,156.5167,28.81,61,100,21.47
550,Magadan,RU,59.5667,150.8,3.4,80,87,1.21
551,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,88,75,17.76
552,Ziro,IN,27.6333,93.8333,38.14,55,6,2.46
553,Padang,ID,-0.9492,100.3543,78.85,81,100,2.01
554,Kutum,SD,14.2,24.6667,53.42,29,0,6.71
555,Balurghat,IN,25.2167,88.7667,63.72,54,44,5.55
556,Araceli,PH,10.5529,119.9913,82.38,72,100,18.59
557,Moussoro,TD,13.6408,16.4901,67.3,21,93,12.59
558,Abu Zabad,SD,12.35,29.25,62.31,26,78,11.7
559,Margate,GB,51.3813,1.3862,34.7,87,25,1.01
560,Carroll,US,39.5501,-77.0164,53.92,91,100,3.0
561,Te Anau,NZ,-45.4167,167.7167,55.54,96,100,3.13
562,Santiago Del Estero,AR,-27.7951,-64.2615,94.06,22,100,9.6
563,Strezhevoy,RU,60.7333,77.5889,4.48,89,100,12.55
564,Namie,JP,37.4833,141.0,50.99,59,12,1.01
565,Lubango,AO,-14.9172,13.4925,58.71,92,97,3.51
566,Solnechnyy,RU,50.7214,136.6319,9.55,57,8,3.18
567,Chengdu,CN,30.6667,104.0667,53.94,100,40,2.24
568,Kingaroy,AU,-26.5333,151.8333,97.59,22,3,17.58
569,Touros,BR,-5.1989,-35.4608,78.28,80,79,13.31
570,Kunming,CN,25.0389,102.7183,51.73,66,0,13.42
571,Fairfield,US,41.2668,-73.3162,57.06,89,20,5.75
572,Monitos,CO,8.25,-76.05,72.21,91,13,2.46
573,Yar-Sale,RU,66.8333,70.8333,7.25,88,100,7.94
574,Hervey Bay,AU,-25.2986,152.8535,85.01,78,58,8.01
575,Dawlatabad,AF,36.4141,64.9053,35.22,95,97,5.55
576,Gawler,AU,-34.6,138.7333,70.11,46,2,10.07
577,Seoul,KR,37.5683,126.9778,42.37,49,0,2.3
578,Nyurba,RU,63.2842,118.3319,-42.34,100,70,1.34
579,Buckeye,US,33.3703,-112.5838,58.82,61,0,5.57
580,Port Moresby,PG,-9.4431,147.1797,85.42,74,75,11.5
581,Karasjok,NO,69.4719,25.5112,16.95,97,100,2.75
582,Naugachhia,IN,25.4,87.1,59.23,55,44,4.99
583,Ndele,CF,8.4109,20.6473,68.74,25,100,5.91
584,Waddan,LY,29.1614,16.139,64.51,31,100,7.58
585,Honningsvag,NO,70.9821,25.9704,37.15,70,100,31.07
586,Dabat,ET,12.9842,37.765,50.97,59,4,5.44
587,Broome,US,42.2506,-75.833,48.0,90,100,9.22
588,Yueyang,CN,29.3333,113.0919,49.41,69,3,4.47
589,Isla Vista,US,34.4133,-119.861,54.41,81,40,3.44
590,Henties Bay,NA,-22.116,14.2845,57.09,90,0,5.73
591,Zelenoborskiy,RU,66.845,32.3622,23.58,95,100,5.14
592,Aksum,ET,14.1245,38.7244,51.48,67,23,3.6
593,Codrington,AU,-38.2667,141.9667,57.97,50,25,17.4
594,Sakakah,SA,29.9697,40.2064,54.97,72,0,6.11
595,San Carlos De Bariloche,AR,-41.1456,-71.3082,53.35,71,75,17.27
596,Feijo,BR,-8.1642,-70.3536,74.07,90,98,1.77
597,Pervoye Maya,RU,56.164,44.7196,6.75,87,12,8.72
598,Soeng Sang,TH,14.4264,102.4606,72.34,79,47,6.67
599,Hualmay,PE,-11.0964,-77.6139,65.88,87,96,7.11
600,Ixtapa,MX,20.7,-105.2,78.03,89,40,5.75
601,Katangli,RU,51.7102,143.2326,4.48,85,20,8.01
602,Comalcalco,MX,18.2667,-93.2167,73.71,84,3,6.8
603,Gazanjyk,TM,39.2446,55.5154,30.87,48,100,13.13
604,Hirara,JP,24.8,125.2833,75.06,83,75,18.41
605,Goderich,CA,43.7501,-81.7165,41.92,81,100,3.44
606,Vao,NC,-22.6667,167.4833,76.64,81,78,7.99
607,Pundaguitan,PH,6.3711,126.1689,80.98,77,100,2.64
608,Afrikanda,RU,67.4429,32.7828,15.49,97,88,3.69
609,Saku,JP,36.2167,138.4833,48.07,44,15,9.17
610,Farmington,US,36.7281,-108.2187,47.08,58,100,10.36
611,Shetpe,KZ,44.1667,52.1167,19.15,65,93,8.39
612,Kananga,CD,-5.8958,22.4178,66.2,100,100,2.13
613,Gurupi,BR,-11.7292,-49.0686,76.87,73,57,1.25
614,Tongchuan,CN,35.0806,109.0897,41.0,46,73,4.52
615,Islamkot,PK,24.6997,70.177,62.96,24,0,8.63
616,Sorong,ID,-0.8833,131.25,82.98,71,94,7.18
617,Uberaba,BR,-19.7483,-47.9319,72.18,94,0,3.44
618,Pak Phanang,TH,8.3511,100.202,80.62,95,100,10.16
619,Kupang,ID,-10.1667,123.5833,88.38,62,40,3.44
620,Acarau,BR,-2.8856,-40.12,79.86,80,77,15.95
621,Parfenyevo,RU,58.484,43.4088,10.71,89,27,9.08
622,Hailey,US,43.5196,-114.3153,15.66,79,0,6.91
623,Wattegama,LK,6.7989,81.4808,72.86,72,100,1.81
624,Montlucon,FR,46.3333,2.6,25.7,96,7,4.52
625,Traralgon,AU,-38.1833,146.5333,59.56,44,81,11.39
626,Novo Aripuana,BR,-5.1206,-60.3797,78.87,79,100,1.74
627,Camopi,GF,3.1655,-52.3158,71.8,95,42,2.21
628,Pacsa,HU,46.7198,17.014,31.39,100,100,0.0
629,Ostersund,SE,63.1792,14.6357,18.05,100,100,9.22
630,Burnie,AU,-41.0667,145.9167,57.94,43,37,17.54
631,Voskresenskoye,RU,56.8381,45.4317,7.09,89,14,7.96
632,Dhidhdhoo,MV,6.8833,73.1,81.05,73,100,5.26
633,Soe,ID,-9.8607,124.284,82.44,41,69,4.25
634,Kuah,MY,6.3265,99.8432,84.18,74,20,3.44
635,Cacu,BR,-18.5567,-51.1308,72.3,75,100,3.22
636,Uba,BR,-21.12,-42.9428,71.85,99,100,3.04
637,Chardara,KZ,41.2547,67.9692,23.43,68,100,9.78
638,Dingle,PH,10.9995,122.6711,81.66,70,88,9.93
639,Villefontaine,FR,45.6125,5.1456,36.86,87,100,0.0
640,San Fernando De Henares,ES,40.4239,-3.5326,49.59,95,75,3.44
641,Terbuny,RU,52.1389,38.2789,16.56,83,100,16.37
642,Ulaanbaatar,MN,47.9077,106.8832,-18.27,69,8,0.0
643,Sivaki,RU,52.6333,126.75,0.61,78,12,3.15
644,Santa Cruz Del Sur,CU,20.7147,-77.9956,72.25,72,0,13.87
645,Nemuro,JP,43.3236,145.575,34.88,59,59,8.7
646,Amazar,RU,53.858,120.875,-0.17,82,47,2.86
647,Ketchikan,US,55.3422,-131.6461,44.58,87,100,21.85
648,Bilma,NE,18.6853,12.9164,65.16,22,1,6.2
649,Puerto Colombia,CO,10.9878,-74.9547,78.89,79,1,22.57
650,Ontario,US,34.0633,-117.6509,54.64,74,20,8.05
651,Teahupoo,PF,-17.8333,-149.2667,80.56,82,100,17.63
652,Yulara,AU,-25.2406,130.9889,91.92,17,8,18.9
653,Gloversville,US,43.0528,-74.3438,49.95,91,100,11.5
654,Ojinaga,MX,29.5667,-104.4167,69.57,82,100,10.36
655,Green River,US,41.5286,-109.4662,27.0,80,99,1.21
656,Cayenne,GF,4.9333,-52.3333,77.04,88,0,2.3
657,Araouane,ML,18.9048,-3.5265,74.95,17,73,6.76
658,Roura,GF,4.7263,-52.3274,76.91,88,0,2.3
659,Maamba,ZM,-17.3667,27.15,69.82,77,97,1.68
660,Laguna,US,38.421,-121.4238,51.94,76,0,5.75
661,Marsa Matruh,EG,31.3525,27.2453,55.6,58,0,11.5
662,Yevlax,AZ,40.6089,47.1492,35.83,76,14,3.6
663,Hukuntsi,BW,-24.0,21.75,67.66,66,5,8.05
664,Xining,CN,36.6167,101.7667,24.24,64,65,1.77
665,Mizan Teferi,ET,6.9833,35.5833,61.68,81,95,3.04
666,Okha,RU,53.5739,142.9478,3.16,83,5,13.62
667,Griffith,US,41.5284,-87.4237,42.73,84,100,3.44
668,Mutoko,ZW,-17.397,32.2268,62.55,93,99,2.89
669,Ballina,AU,-28.8667,153.5667,86.02,74,1,11.43
670,Belmonte,BR,-15.8631,-38.8828,75.11,92,70,5.93
671,Dunda,TZ,-8.1167,34.25,68.02,63,7,2.68
672,Dudinka,RU,69.4058,86.1778,-20.38,95,100,10.13
673,Zhanaozen,KZ,43.3,52.8,18.34,59,18,12.57
674,Isla,PH,15.8939,120.3036,85.01,63,18,5.64
675,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,25.39,80,40,4.47
676,Murray Bridge,AU,-35.1167,139.2667,63.12,41,41,15.32
677,Gualaco,HN,15.05,-86.05,63.52,97,8,3.18
678,Hohhot,CN,40.8106,111.6522,19.69,68,0,4.47
679,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.82,83,48,2.01
680,Lokosovo,RU,61.1333,74.8167,3.9,88,98,12.66
681,Kunya,NG,12.2233,8.5325,64.06,24,74,8.23
682,Romilly-Sur-Seine,FR,48.5108,3.7263,38.52,94,53,1.92
683,Tateyama,JP,34.9833,139.8667,56.01,55,0,3.11
684,Labuhan,ID,-6.8844,112.2051,84.4,69,94,3.71
685,Tiznit,MA,29.5833,-9.5,66.63,41,100,3.49
686,Saint Anthony,US,45.0205,-93.218,13.91,79,0,3.44
687,Arman,RU,59.7,150.1667,-1.77,86,75,5.44
688,Vitre,FR,48.1178,-1.2058,29.28,70,100,2.08
689,Alyangula,AU,-13.8483,136.4192,87.67,54,100,7.14
690,Inirida,CO,3.8653,-67.9239,72.81,96,100,1.39
691,Ruwi,OM,23.5996,58.5507,69.49,53,0,4.34
692,Havre-Saint-Pierre,CA,50.2334,-63.5986,37.76,93,100,13.8
693,Banjar,ID,-8.19,114.9675,87.01,61,76,1.88
694,Basco,PH,20.4487,121.9702,79.03,78,86,20.67
695,Mezen,RU,65.8522,44.24,19.18,95,100,5.64
696,Urumqi,CN,43.801,87.6005,4.15,85,40,2.24
697,Consolacion Del Sur,CU,22.5047,-83.5136,70.2,89,0,6.89
698,Llanes,ES,43.4198,-4.7549,56.89,83,99,10.47
699,Tuy Hoa,VN,13.0833,109.3,77.72,89,70,11.32
700,Mirnyy,RU,62.5353,113.9611,-8.77,76,100,1.99
701,Aureliana,PH,10.8885,121.978,83.14,58,99,3.53
702,Bairiki,KI,1.3292,172.9752,87.8,66,75,11.5
